"duration";"Q_RecaptchaScore";"Q_RelevantIDFraudScore";"gender";"nationality";"ethnicity";"age";"preferred_game_name";"gaming_time";"gaming_related_activities_time";"online_gaming_time";"offline_gaming_time";"playing_esports";"rank";"team_membership";"playing_with_offline_friends";"MOGQ_social1";"MOGQ_social2";"MOGQ_social3";"MOGQ_social4";"MOGQ_escape1";"MOGQ_escape2";"MOGQ_escape3";"MOGQ_escape4";"MOGQ_competition1";"MOGQ_competition2";"MOGQ_competition3";"MOGQ_competition4";"MOGQ_coping1";"MOGQ_coping2";"MOGQ_coping3";"MOGQ_coping4";"IGCQ_1";"IGCQ_2";"IGCQ_3";"IGCQ_4";"attention_check_1";"IGDS9SF_1";"IGDS9SF_2";"IGDS9SF_3";"IGDS9SF_4";"IGDS9SF_5";"IGDS9SF_6";"IGDS9SF_7";"IGDS9SF_8";"IGDS9SF_9";"GDT_1";"GDT_2";"GDT_3";"GDT_4";"IGD_alternative_criterion2";"IGD_alternative_criterion5";"IGD_alternative_criterion6";"IGD_alternative_criterion3";"IGD_alternative_craving";"IGD_alternative_health";"BFRS_1";"BFRS_2";"BFRS_3";"BFRS_4";"BFRS_5";"BFRS_6";"BFRS_7";"BSCS_1";"BSCS_2";"BSCS_3";"BSCS_4";"BSCS_5";"BSCS_6";"BSCS_7";"BSCS_8";"BSCS_9";"BSCS_10";"BSCS_11";"BSCS_12";"BSCS_13";"attention_check_2";"neuroticism_1";"neuroticism_2";"neuroticism_3";"neuroticism_4";"neuroticism_5";"neuroticism_6";"neuroticism_7";"neuroticism_8";"neuroticism_9";"neuroticism_10";"DJGLS_1";"DJGLS_2";"DJGLS_3";"DJGLS_4";"DJGLS_5";"DJGLS_6";"harm_avoidance_1";"harm_avoidance_2";"harm_avoidance_3";"harm_avoidance_4";"harm_avoidance_5";"harm_avoidance_6";"harm_avoidance_7";"harm_avoidance_8";"harm_avoidance_9";"harm_avoidance_10";"BAS_reward_1";"BAS_reward_2";"BAS_reward_3";"BAS_reward_4";"BAS_reward_5";"bot";"long1to3";"long1to4";"long1to5";"mahal1to3";"mahal1to4";"mahal1to5";"ac";"careless"
339;1;0;0;"English";"White";29;"Platform";6;4;32;68;0;NA;0;4;4;NA;NA;3;5;NA;5;NA;4;NA;4;NA;3;4;NA;NA;3;2;3;1;0;1;3;5;2;1;3;1;5;1;3;4;3;4;4;4;4;4;4;4;3;1;NA;NA;3;3;NA;5;NA;3;NA;NA;4;NA;5;NA;3;4;NA;2;0;5;NA;NA;4;NA;5;2;NA;NA;5;2;NA;5;4;NA;NA;NA;NA;5;4;5;4;NA;NA;NA;5;2;2;NA;NA;2;0;2;3;7;23,9226728579206;2,00784519558927;0;0;0
616;1;0;0;"Portuguese";"Caucasian";26;"RPG";2;1;30;70;0;NA;1;4;1;NA;NA;4;3;NA;NA;3;3;NA;NA;2;NA;3;3;NA;1;1;1;2;0;2;3;2;2;3;4;1;3;1;2;2;4;2;2;3;3;3;3;3;2;NA;NA;NA;2;2;2;3;4;2;2;4;NA;3;4;NA;NA;NA;NA;NA;0;2;2;2;4;NA;4;NA;NA;NA;NA;NA;3;NA;3;2;NA;NA;NA;4;3;NA;3;4;4;NA;NA;2;2;NA;2;NA;0;5;3;6;3,48406424945891;1,66944675137274;0;0;0
329;0,9;0;0;"USA";"White";21;"Minecraft";2;8;75;25;0;NA;0;3;NA;NA;3;4;4;NA;NA;2;4;NA;2;NA;3;4;NA;NA;1;2;1;2;0;2;1;2;1;2;1;1;3;1;2;3;1;1;2;2;1;2;3;1;3;2;3;3;NA;NA;NA;3;2;NA;4;NA;NA;NA;3;2;NA;NA;4;5;0;NA;NA;NA;1;2;1;NA;3;2;NA;NA;NA;NA;3;2;2;5;5;5;NA;5;NA;NA;NA;NA;5;NA;1;1;1;NA;0;2;3;3;10,0504980038061;2,48400592269411;0;0;0
334;1;0;0;"British";"White";19;"Mordhau";6;2;60;40;1;"Distinguished Master Guardian currently on CSGO";1;4;NA;NA;4;2;4;NA;5;NA;4;5;NA;NA;NA;4;NA;4;1;1;1;2;0;3;3;1;2;1;1;1;4;1;2;3;2;1;1;1;4;3;5;1;3;NA;3;NA;NA;3;3;3;5;3;4;NA;NA;NA;5;2;NA;NA;5;NA;0;1;NA;NA;1;NA;3;1;NA;NA;2;5;NA;NA;4;2;NA;5;4;5;1;NA;NA;NA;NA;2;NA;1;1;NA;NA;1;0;4;3;3;7,27105036259013;1,72835600031562;0;0;0
321;1;0;0;"Netherlands";"White";31;"RPG";2;4;40;60;0;NA;0;5;NA;1;NA;1;3;NA;NA;2;3;NA;NA;3;4;4;NA;NA;1;2;2;1;0;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;2;1;3;NA;2;NA;3;NA;3;3;NA;3;NA;2;2;NA;2;NA;3;NA;NA;4;0;NA;2;2;1;NA;4;4;NA;NA;NA;NA;5;NA;5;NA;4;3;NA;4;NA;1;3;NA;4;NA;NA;1;1;NA;1;NA;0;2;3;9;8,61595771466173;1,95416409459535;0;0;0
441;0,9;0;0;"Indonesian";"East Asian";26;"Rpg";3;1;5;95;0;NA;0;4;NA;NA;3;3;2;NA;2;NA;2;NA;1;NA;NA;3;1;NA;1;1;1;1;0;2;2;1;1;1;1;1;3;1;2;2;1;1;1;2;3;1;3;2;2;NA;2;NA;NA;3;3;3;3;NA;2;2;NA;2;3;NA;NA;NA;NA;2;0;NA;NA;2;2;1;2;NA;NA;2;NA;NA;NA;NA;4;1;2;NA;NA;4;NA;4;NA;4;4;4;NA;2;1;NA;NA;2;0;4;1;5;7,21081880638723;4,39609939501447;0;0;0
1905;0,9;0;0;"Poland";"white";22;"League of legends";3;2;90;10;1;"Platinium";0;4;4;NA;NA;3;3;2;NA;NA;3;5;NA;NA;NA;2;NA;3;2;3;2;2;0;4;3;4;3;2;2;1;2;3;2;4;4;1;3;3;2;4;2;4;2;2;NA;3;2;NA;NA;3;NA;NA;3;NA;2;4;1;4;NA;4;NA;NA;0;NA;NA;3;2;3;2;NA;NA;3;NA;NA;1;NA;2;NA;5;NA;2;4;NA;3;NA;NA;NA;1;3;1;3;NA;3;NA;0;4;2;2;10,1537897030512;15,2551344492213;0;0;0
960;1;0;1;"Poland";"Poland";19;"League of legends";8;1;80;20;0;NA;0;4;2;NA;NA;5;5;NA;5;NA;3;NA;4;NA;NA;4;3;NA;2;2;3;3;0;3;2;2;1;5;2;1;4;3;1;4;2;4;1;2;5;1;2;2;2;NA;3;2;NA;NA;3;1;NA;1;NA;NA;NA;1;1;2;NA;2;NA;2;0;NA;NA;NA;2;5;4;3;NA;3;NA;NA;NA;NA;5;1;1;NA;5;5;NA;3;NA;NA;1;NA;2;NA;2;2;1;NA;0;2;2;3;13,6878034589299;2,61943428223024;0;0;0
1689;1;0;0;"Mexican";"Mexican";27;"Persona 3";4;8;10;90;1;"8000000 GSP";0;3;2;NA;NA;4;3;NA;NA;4;3;NA;NA;3;4;3;NA;NA;2;2;2;2;0;3;2;3;2;3;2;1;2;1;2;3;2;1;3;3;4;3;3;3;2;2;2;3;NA;NA;NA;3;NA;2;NA;NA;NA;NA;4;4;3;3;NA;5;0;NA;4;NA;3;4;1;NA;2;NA;NA;NA;NA;2;5;NA;2;NA;NA;5;4;NA;4;5;3;NA;NA;NA;2;3;NA;1;0;7;1;4;5,92023829286949;6,90956151344478;0;0;0
1068;1;0;0;"Poland";"white";20;"open-world RPG";2;1;15;85;0;NA;0;3;2;NA;NA;5;3;2;NA;NA;3;4;NA;NA;NA;5;NA;4;1;2;2;1;0;2;2;2;3;1;2;1;4;1;2;3;2;1;2;1;3;2;3;3;2;2;3;NA;2;NA;NA;3;NA;1;4;3;NA;NA;2;2;NA;NA;3;NA;0;4;NA;NA;4;NA;4;4;NA;NA;3;3;NA;NA;4;1;NA;2;4;4;3;NA;NA;NA;NA;3;NA;NA;1;1;1;NA;0;2;3;3;6,994245692529;2,48400592269411;0;0;0
607;1;0;1;"Portuguese";"white";20;"Open-World Game";6;12;80;20;0;NA;0;4;NA;NA;2;3;4;NA;5;NA;2;NA;NA;3;NA;3;1;NA;1;2;1;2;0;3;3;4;3;5;1;1;4;2;3;5;2;3;3;2;3;4;4;2;2;1;NA;2;2;NA;NA;3;1;NA;NA;NA;NA;1;1;2;4;NA;2;NA;0;NA;NA;NA;3;NA;2;4;1;NA;4;5;NA;4;5;NA;NA;1;NA;5;NA;3;NA;4;NA;NA;5;NA;2;2;NA;3;0;2;2;2;3,99862211916138;8,14327123661044;0;0;0
397;1;0;0;"United States";"White";24;"League of Legends";3;1;90;10;1;"Platinum";0;5;2;NA;NA;4;4;4;NA;NA;4;3;NA;NA;5;5;NA;NA;2;2;1;2;0;3;2;3;2;1;1;2;3;1;2;3;1;1;2;2;1;3;3;2;2;NA;2;NA;NA;3;3;3;NA;NA;NA;4;5;3;4;NA;5;4;NA;NA;0;3;NA;NA;2;NA;2;3;NA;NA;3;NA;3;NA;2;NA;2;NA;2;4;NA;5;NA;NA;4;NA;4;1;2;NA;NA;2;0;3;2;4;8,77681207885903;2,90034372737243;0;0;0
560;1;0;0;"19";"white";20;"League of Legends";7;2;80;20;0;NA;0;4;3;NA;NA;1;1;1;NA;NA;5;NA;5;NA;NA;2;NA;2;1;2;2;2;0;4;3;3;2;2;2;2;2;1;2;2;3;3;4;1;2;2;4;2;2;2;NA;2;2;NA;NA;2;2;NA;NA;3;NA;NA;2;NA;4;2;4;NA;0;4;NA;NA;3;NA;4;NA;1;NA;1;NA;NA;NA;4;4;4;3;NA;4;NA;NA;4;4;NA;3;NA;NA;1;2;2;NA;0;7;2;5;3,27409425976472;2,6718020623012;0;0;0
413;1;0;0;"German";"White (Caucasian)";18;"First Person Shooter.";6;2;40;60;0;NA;0;3;NA;NA;3;4;4;2;NA;NA;4;NA;5;NA;NA;5;NA;3;1;1;3;2;0;4;2;3;3;3;4;1;3;1;3;4;4;2;3;3;5;2;3;4;2;NA;2;NA;NA;1;3;3;NA;2;NA;NA;NA;NA;2;2;1;2;2;NA;1;NA;4;NA;4;1;3;NA;NA;4;NA;2;5;NA;5;NA;NA;NA;NA;3;NA;3;5;NA;5;NA;5;NA;1;1;1;NA;0;3;3;3;21,5801836926458;2,48400592269411;0;0;0
505;1;0;0;"Italian";"Caucasian";22;"League of Legends";5;2;90;10;0;NA;0;5;NA;1;NA;3;2;2;NA;NA;4;NA;NA;2;4;2;NA;NA;2;1;1;2;0;3;2;1;2;3;1;1;3;1;3;3;1;1;3;3;4;2;3;3;1;1;NA;1;1;NA;NA;4;4;3;NA;NA;NA;NA;4;NA;5;4;5;NA;0;NA;NA;NA;1;4;4;NA;4;4;NA;NA;NA;1;1;NA;2;5;1;5;NA;NA;NA;5;NA;5;NA;NA;2;2;NA;2;0;4;3;3;19,2346027325323;1,42839337767355;0;0;0
646;1;0;0;"Netherlands";"White, Dutch";31;"Apex Legends";2;5;44;56;0;NA;0;5;3;NA;NA;4;4;NA;4;NA;4;NA;NA;4;NA;5;NA;3;1;2;1;1;0;3;2;3;2;3;1;1;4;1;3;4;3;2;2;4;3;3;2;2;3;NA;3;NA;NA;3;3;3;NA;2;NA;NA;5;NA;3;NA;3;4;NA;2;0;2;2;NA;2;NA;4;NA;2;NA;NA;NA;NA;4;4;NA;4;NA;3;3;NA;4;NA;4;NA;NA;3;NA;1;NA;1;1;0;4;3;5;8,08689786169586;2,08056760177743;0;0;0
1101;0,9;0;0;"British";"White";29;"RPG";4;1;10;90;0;NA;0;1;NA;NA;2;2;2;NA;NA;2;2;NA;2;NA;NA;3;1;NA;1;1;2;2;0;3;1;1;1;2;1;1;2;1;1;1;2;1;2;3;1;1;2;1;3;3;NA;3;3;NA;NA;4;4;NA;3;3;4;4;4;NA;NA;NA;NA;NA;0;NA;3;NA;2;NA;2;NA;2;NA;3;2;NA;1;2;NA;NA;2;3;4;NA;NA;5;NA;NA;4;NA;NA;3;2;2;NA;0;4;2;6;10,6406315177611;7,57854545214335;0;0;0
1085;0,9;5;0;"Greek";"Greek";22;"MOBA";5;4;85;15;0;NA;0;5;NA;1;NA;4;4;3;NA;NA;4;NA;NA;4;2;2;NA;NA;1;1;1;1;0;3;1;1;1;1;2;2;3;1;1;2;2;1;1;1;5;1;5;2;3;NA;NA;2;NA;3;3;3;2;NA;NA;NA;5;NA;3;NA;NA;2;5;5;0;4;NA;4;1;NA;4;NA;4;NA;NA;2;5;NA;5;NA;NA;2;NA;5;4;NA;NA;5;1;NA;NA;2;2;NA;NA;1;0;4;2;4;7,73730866196277;3,11555910965918;0;0;0
773;1;0;0;"Portuguese";"White";33;"World of Warcraft";3;1;80;20;0;NA;1;3;NA;2;NA;4;4;4;NA;NA;2;2;NA;NA;NA;1;NA;2;1;2;1;2;0;2;3;2;2;3;1;1;3;1;2;2;1;1;3;3;1;2;2;1;2;3;3;3;NA;NA;NA;3;NA;NA;NA;4;NA;1;3;NA;4;4;NA;5;0;3;NA;2;1;NA;4;NA;2;NA;NA;4;4;NA;4;NA;NA;3;NA;5;2;NA;NA;NA;4;5;NA;1;1;NA;NA;2;0;3;2;3;12,5163656469016;3,77213972162996;0;0;0
595;NA;NA;1;"Portuguese";"White";22;"RPG";3;5;80;20;0;NA;1;3;NA;3;NA;2;2;3;NA;NA;3;NA;3;NA;NA;4;1;NA;2;2;1;1;0;2;2;2;2;3;1;1;3;1;2;2;1;1;2;3;1;3;4;2;2;1;NA;1;1;NA;NA;3;NA;NA;5;5;NA;1;3;3;NA;NA;4;NA;0;NA;NA;NA;4;NA;3;4;NA;4;3;NA;NA;5;5;1;NA;NA;NA;5;3;5;NA;NA;5;4;NA;1;1;1;NA;NA;NA;3;3;4;17,7905024061036;2,48095224426469;0;0;0
904;1;0;0;"Poland (European Union)";"White, European";45;"Euro Truck Simulator 2 (ETS2)";1;0;0;100;0;NA;0;2;NA;1;NA;1;5;5;NA;NA;2;2;NA;NA;NA;5;1;NA;1;2;1;1;0;4;3;3;2;3;4;3;4;2;3;4;3;3;3;4;4;3;4;4;2;NA;2;2;NA;2;NA;3;3;3;NA;NA;NA;NA;5;1;NA;4;NA;3;0;3;NA;NA;2;3;2;3;NA;NA;NA;NA;3;NA;3;NA;3;NA;NA;3;NA;4;NA;4;NA;3;4;1;2;NA;NA;2;0;4;2;5;4,51695452256497;2,90034372737243;0;0;0
558;1;0;0;"British";"Black";36;"Rpg";3;1;90;10;0;NA;0;5;4;NA;NA;4;5;NA;NA;2;5;3;NA;NA;4;5;NA;NA;1;3;2;3;0;4;2;3;2;3;4;2;3;3;2;3;3;1;3;2;1;2;4;3;3;1;NA;NA;2;3;NA;3;NA;4;5;NA;4;NA;4;2;NA;NA;4;NA;0;NA;NA;NA;1;1;2;4;NA;NA;4;NA;2;NA;3;NA;3;NA;5;5;NA;5;4;NA;NA;5;NA;NA;2;3;NA;3;0;2;2;3;17,9562421115592;11,4320616564131;0;0;0
1107;0,9;5;1;"Latvian";"White";24;"League of Legends";3;1;72;28;0;NA;0;5;1;NA;NA;3;3;NA;5;NA;4;NA;NA;4;NA;2;NA;3;1;2;1;1;0;2;2;3;2;1;1;1;3;1;2;2;3;2;2;1;2;3;4;2;2;NA;2;1;NA;2;NA;4;NA;NA;4;NA;3;2;3;2;NA;NA;3;NA;0;2;5;NA;2;NA;3;NA;5;NA;NA;2;NA;NA;4;3;NA;NA;NA;4;4;NA;NA;NA;4;1;3;NA;1;1;2;NA;0;2;2;3;11,1412864821258;3,99361723307822;0;0;0
561;1;0;1;"American";"White";43;"online card and board games";6;1;90;10;0;NA;0;2;NA;2;NA;2;5;NA;NA;5;4;4;NA;NA;4;4;NA;NA;2;2;3;2;0;3;3;2;1;1;1;1;5;1;1;1;1;1;1;1;1;1;3;1;3;3;NA;NA;3;NA;3;3;NA;NA;3;4;4;NA;3;2;NA;3;NA;NA;0;NA;4;NA;4;NA;1;NA;2;4;NA;NA;NA;4;4;2;NA;5;NA;5;NA;5;5;NA;NA;4;NA;NA;1;1;NA;1;0;4;3;9;13,5119331578994;2,48611529470469;0;0;0
535;1;0;1;"Australian";"White";43;"Animal Crossing";3;0;30;70;0;NA;0;1;NA;NA;1;1;4;NA;4;NA;2;2;NA;NA;NA;5;1;NA;1;1;1;2;0;3;3;1;1;2;1;1;4;1;1;1;1;1;3;3;1;1;4;1;3;NA;3;NA;NA;3;3;2;NA;NA;NA;2;NA;2;3;NA;5;5;NA;4;0;4;NA;4;5;NA;4;NA;NA;NA;2;4;4;NA;4;NA;NA;1;NA;4;NA;4;NA;NA;2;2;NA;1;1;NA;1;NA;0;4;3;5;7,27105036259013;1,95416409459535;0;0;0
2633;1;0;0;"United States";"Latino";20;"RPG";2;4;80;20;0;NA;0;2;NA;NA;2;2;2;NA;NA;2;3;3;NA;NA;4;2;NA;NA;1;1;2;1;0;2;2;3;3;3;2;3;2;2;2;3;2;2;3;2;2;2;3;2;2;2;NA;NA;2;2;NA;2;4;3;NA;NA;NA;NA;2;4;NA;NA;3;3;0;NA;NA;NA;3;3;4;NA;NA;4;3;NA;NA;NA;3;2;3;3;NA;4;4;NA;4;NA;4;NA;NA;NA;2;3;3;NA;0;4;2;4;4,86573995681004;8,7999110539476;0;0;0
757;0,9;0;0;"Poland";"Poland";19;"League Of Legends";4;8;95;5;0;NA;0;3;NA;4;NA;4;4;NA;4;NA;4;3;NA;NA;2;2;NA;NA;2;3;2;2;0;4;3;3;4;4;3;5;4;1;4;4;4;1;4;4;4;3;5;4;3;2;2;2;NA;NA;NA;1;2;1;2;NA;2;NA;3;2;NA;NA;NA;NA;0;2;NA;1;3;NA;1;2;NA;NA;NA;NA;5;NA;5;NA;5;5;4;5;NA;5;NA;5;NA;NA;NA;3;1;NA;2;NA;0;3;1;5;9,26928607737965;12,7569100568125;0;0;0
338;0,9;20;2;"American";"Mixed (Native American/White)";27;"shooters";2;1;40;60;0;NA;0;4;NA;1;NA;1;2;NA;2;NA;3;4;NA;NA;NA;4;2;NA;1;1;1;2;0;1;1;1;1;1;1;1;2;1;1;3;2;1;1;1;1;1;2;2;2;NA;2;2;NA;NA;2;2;NA;NA;1;2;NA;3;2;NA;2;NA;2;NA;0;NA;4;NA;4;4;4;NA;NA;4;NA;2;2;NA;2;NA;NA;NA;1;2;2;NA;NA;2;NA;NA;2;2;2;2;NA;NA;0;5;3;7;3,30368156513448;1,60234360706829;0;0;0
444;1;5;0;"Estonian";"White";18;"First-person shooter";4;3;90;10;0;NA;0;5;NA;1;NA;4;2;NA;2;NA;3;3;NA;NA;NA;3;2;NA;1;1;1;1;0;2;2;3;5;4;1;1;3;1;2;3;4;3;2;5;1;1;3;3;2;NA;2;NA;NA;2;3;1;1;4;NA;NA;4;NA;1;NA;NA;1;4;NA;0;4;NA;NA;4;1;3;4;NA;NA;NA;NA;NA;5;5;1;NA;NA;NA;4;1;NA;2;3;4;NA;NA;NA;1;1;NA;1;0;4;3;3;6,47683143122132;2,48611529470469;0;0;0
448;1;0;2;"Spain";"White";19;"Rpg";2;6;30;70;1;"Platinum";0;3;2;NA;NA;2;4;4;NA;NA;4;5;NA;NA;NA;3;1;NA;2;1;1;1;0;3;2;3;2;1;2;2;3;1;3;3;3;3;3;3;2;3;5;4;3;1;NA;2;2;NA;NA;2;NA;NA;NA;2;4;1;1;NA;3;NA;2;NA;0;NA;NA;NA;4;NA;5;2;4;4;NA;NA;2;2;3;NA;NA;NA;4;4;NA;NA;2;1;4;NA;NA;NA;1;2;1;NA;0;3;1;6;12,1979704221547;2,73794518136982;0;0;0
525;1;0;0;"british";"White";34;"Fifa";3;0;21;79;0;NA;0;3;2;NA;NA;2;4;NA;NA;4;3;NA;1;NA;NA;4;2;NA;1;2;1;2;0;1;1;1;1;2;1;1;3;2;2;2;3;1;2;3;3;3;3;3;2;2;2;2;NA;NA;NA;4;4;4;4;NA;3;NA;2;3;NA;NA;NA;NA;0;4;NA;4;2;NA;3;4;NA;NA;NA;3;NA;3;3;NA;NA;2;3;2;NA;NA;NA;NA;NA;3;4;2;2;NA;NA;1;0;5;2;5;3,93694808170415;3,11555910965918;0;0;0
359;1;0;1;"British";"Caucasian";27;"RPG";1;1;50;50;0;NA;0;4;1;NA;NA;1;5;NA;5;NA;1;NA;1;NA;NA;4;1;NA;2;1;2;3;0;2;1;1;1;3;1;1;4;1;2;3;1;1;1;3;1;4;3;1;2;NA;1;2;NA;NA;2;4;NA;NA;5;2;3;NA;4;4;NA;5;NA;NA;0;NA;NA;NA;2;NA;4;4;1;NA;2;4;4;NA;4;NA;NA;5;NA;5;NA;NA;5;5;NA;NA;5;NA;2;2;NA;2;0;2;3;3;13,618780073406;1,42839337767355;0;0;0
1399;1;0;0;"german";"white";33;"Magic Arena, Starcraft II, Rocket League, Counter Strike Global Offensive";4;3;80;20;1;"Diamond, Mythic, Legendary Eagle Master,";0;3;NA;NA;2;5;5;4;NA;NA;5;NA;2;NA;NA;3;1;NA;1;1;1;2;0;5;1;1;1;2;3;1;3;1;1;1;2;1;3;3;1;2;4;2;2;NA;NA;NA;2;3;2;3;NA;3;NA;NA;3;NA;4;2;NA;5;3;NA;0;3;NA;NA;3;NA;3;NA;1;4;NA;1;NA;NA;2;NA;1;NA;5;5;NA;5;NA;5;NA;2;NA;NA;2;2;NA;1;0;3;2;4;4,96069682582445;1,94170843743358;0;0;0
636;1;0;1;"Spanish";"White";22;"JRPG";5;1;5;95;0;NA;0;3;1;NA;NA;3;4;NA;5;NA;3;NA;1;NA;NA;4;NA;4;1;1;2;1;0;3;2;2;2;3;1;2;4;1;1;2;1;1;2;3;4;1;4;3;3;2;2;NA;3;NA;NA;2;NA;1;NA;NA;NA;1;3;NA;2;3;2;NA;0;NA;NA;5;4;NA;4;5;NA;NA;5;1;NA;NA;4;2;NA;NA;NA;5;4;5;NA;NA;5;NA;4;1;1;1;NA;NA;0;2;3;3;7,59327284053479;2,48095224426469;0;0;0
367;1;0;1;"Poland";"Poland";18;"Minecraft";10;8;0;100;0;NA;0;5;NA;3;NA;5;5;5;NA;NA;5;NA;NA;4;NA;5;5;NA;3;3;3;3;0;4;5;4;5;3;5;1;5;3;5;5;2;4;4;3;5;5;5;5;1;1;2;NA;NA;1;NA;5;3;1;1;NA;NA;NA;1;1;NA;NA;2;NA;0;NA;5;NA;5;5;1;NA;5;NA;NA;NA;1;NA;4;NA;1;5;1;3;NA;NA;NA;NA;1;4;NA;NA;1;1;1;NA;0;4;3;5;27,4109296596368;2,48400592269411;0;0;0
1473;1;0;0;"British";"Chinese";18;"CS:GO";4;5;90;10;0;NA;0;3;NA;4;NA;4;4;NA;5;NA;3;NA;3;NA;NA;5;NA;3;2;2;2;2;0;3;2;2;1;1;1;1;3;1;2;4;2;1;2;1;1;3;3;1;3;NA;3;NA;NA;3;3;3;5;NA;2;4;NA;4;3;NA;NA;NA;5;NA;0;3;2;NA;1;NA;4;NA;NA;2;NA;3;NA;NA;4;NA;2;NA;NA;4;2;5;NA;NA;3;NA;4;NA;1;1;NA;1;0;4;3;4;7,4542499111412;2,48611529470469;0;0;0
399;1;0;0;"british";"english";39;"GTA";2;2;100;0;0;NA;0;2;2;NA;NA;2;2;2;NA;NA;1;NA;NA;1;NA;2;NA;2;1;1;1;1;0;2;1;1;1;1;1;1;3;1;1;1;1;1;1;2;1;1;2;1;2;2;NA;NA;2;2;NA;4;3;NA;NA;3;NA;4;3;NA;4;NA;NA;4;0;NA;NA;4;3;1;3;NA;4;NA;NA;NA;NA;2;2;2;NA;NA;NA;4;3;4;NA;4;NA;NA;4;2;2;NA;2;NA;0;4;3;6;3,65980518049152;1,66944675137274;0;0;0
1182;1;0;0;"Spanish";"white";27;"League of legends";4;2;100;0;1;"platinum";0;1;1;NA;NA;3;2;1;NA;NA;4;NA;NA;2;NA;2;1;NA;1;2;1;1;0;1;1;1;2;3;3;1;1;1;2;2;2;1;1;3;4;1;3;3;3;NA;2;2;NA;3;NA;4;NA;NA;4;4;4;NA;4;NA;NA;3;NA;4;0;NA;2;NA;1;1;2;NA;NA;1;NA;NA;NA;2;2;NA;2;NA;NA;5;4;NA;4;4;3;NA;NA;1;1;NA;1;NA;0;2;3;4;7,78412673936463;1,95416409459535;0;0;0
766;1;0;0;"german";"christian";30;"shooter";6;2;95;5;1;"Platin";1;5;2;NA;NA;4;2;1;NA;NA;5;5;NA;NA;NA;3;NA;2;1;1;3;2;0;4;2;5;1;4;3;2;5;1;2;3;4;1;3;3;1;4;3;5;2;1;NA;NA;1;3;NA;5;NA;NA;3;3;NA;2;4;NA;4;NA;4;NA;1;NA;NA;3;2;NA;2;NA;4;NA;4;NA;4;NA;2;1;NA;NA;5;3;4;NA;NA;NA;NA;5;4;1;1;2;NA;NA;0;2;2;3;21,8636178604273;2,38791576888089;0;0;0
390;1;0;0;"Italian";"Caucasian";27;"RPGs";2;1;6;94;0;NA;0;3;NA;NA;2;4;3;NA;2;NA;2;NA;NA;1;4;3;NA;NA;2;1;1;2;0;3;1;1;1;3;2;1;3;1;1;3;2;1;1;1;2;1;3;1;3;NA;NA;2;2;3;NA;4;NA;NA;NA;4;NA;1;4;NA;4;4;NA;4;0;NA;1;NA;3;1;4;NA;NA;2;NA;NA;NA;2;2;NA;3;2;NA;4;NA;5;NA;NA;NA;3;5;2;2;3;NA;NA;0;2;2;3;10,1324037104636;5,46687774429929;0;0;0
647;1;0;0;"english";"white";30;"fifa";3;2;90;10;0;NA;1;4;NA;NA;4;3;4;3;NA;NA;4;NA;4;NA;2;2;NA;NA;2;1;2;1;0;2;1;3;1;3;1;1;3;1;2;2;1;1;1;3;1;2;2;2;3;NA;NA;2;3;NA;3;3;4;5;5;NA;4;NA;3;NA;NA;NA;NA;5;0;1;NA;NA;1;NA;2;1;2;NA;NA;NA;4;4;4;NA;NA;4;4;5;NA;4;NA;NA;NA;4;NA;3;1;2;NA;NA;0;2;1;3;10,3842223808607;12,8750904202624;0;0;0
905;1;0;0;"Italian";"Caucasian";21;"Sandbox";3;1;90;10;0;NA;0;5;NA;3;NA;4;3;NA;NA;2;4;NA;1;NA;NA;2;NA;2;1;1;1;2;0;2;1;1;2;1;1;1;2;1;3;2;2;2;2;1;2;3;2;3;2;NA;2;1;NA;NA;2;2;3;NA;NA;NA;4;NA;1;3;3;NA;4;NA;0;NA;NA;3;4;NA;2;NA;NA;3;4;NA;NA;5;5;2;NA;NA;NA;4;NA;5;3;NA;2;4;NA;NA;2;2;1;NA;0;3;2;4;10,4701230654163;2,61943428223024;0;0;0
661;1;0;0;"Belgian";"White (european)";22;"Role playing games";7;4;30;70;1;"Diamond";0;1;NA;NA;2;1;2;2;NA;NA;2;2;NA;NA;3;3;NA;NA;2;1;2;1;0;3;2;1;2;2;1;2;4;2;3;3;3;3;3;2;3;3;4;3;2;NA;NA;3;2;2;NA;1;NA;NA;2;2;NA;4;2;NA;4;NA;NA;3;0;NA;4;NA;2;NA;4;NA;NA;2;3;NA;4;NA;4;NA;1;NA;NA;4;4;5;NA;NA;NA;3;5;1;1;1;NA;NA;0;2;3;5;11,0717077413683;2,48095224426469;0;0;0
558;1;0;0;"Portuguese";"Caucasian";21;"Role-Playing-Game (RPG)";4;2;40;60;0;NA;0;5;NA;NA;3;2;4;NA;NA;3;2;NA;1;NA;NA;4;NA;3;1;1;2;3;0;3;2;2;3;3;2;2;2;1;3;4;4;2;2;3;3;2;2;3;3;2;NA;2;3;NA;NA;3;3;NA;NA;3;4;2;3;NA;NA;NA;NA;4;0;NA;2;NA;1;2;2;NA;NA;NA;2;4;NA;4;5;NA;NA;NA;NA;4;NA;5;1;NA;3;2;NA;1;1;NA;NA;2;0;2;2;4;11,6838953355707;3,77213972162996;0;0;0
