"duration";"Q_RecaptchaScore";"Q_RelevantIDFraudScore";"gender";"nationality";"ethnicity";"age";"preferred_game_name";"gaming_time";"gaming_related_activities_time";"online_gaming_time";"offline_gaming_time";"playing_esports";"rank";"team_membership";"playing_with_offline_friends";"MOGQ_social1";"MOGQ_social2";"MOGQ_social3";"MOGQ_social4";"MOGQ_escape1";"MOGQ_escape2";"MOGQ_escape3";"MOGQ_escape4";"MOGQ_competition1";"MOGQ_competition2";"MOGQ_competition3";"MOGQ_competition4";"MOGQ_coping1";"MOGQ_coping2";"MOGQ_coping3";"MOGQ_coping4";"IGCQ_1";"IGCQ_2";"IGCQ_3";"IGCQ_4";"attention_check_1";"IGDS9SF_1";"IGDS9SF_2";"IGDS9SF_3";"IGDS9SF_4";"IGDS9SF_5";"IGDS9SF_6";"IGDS9SF_7";"IGDS9SF_8";"IGDS9SF_9";"GDT_1";"GDT_2";"GDT_3";"GDT_4";"IGD_alternative_criterion2";"IGD_alternative_criterion5";"IGD_alternative_criterion6";"IGD_alternative_criterion3";"IGD_alternative_craving";"IGD_alternative_health";"BFRS_1";"BFRS_2";"BFRS_3";"BFRS_4";"BFRS_5";"BFRS_6";"BFRS_7";"BSCS_1";"BSCS_2";"BSCS_3";"BSCS_4";"BSCS_5";"BSCS_6";"BSCS_7";"BSCS_8";"BSCS_9";"BSCS_10";"BSCS_11";"BSCS_12";"BSCS_13";"attention_check_2";"neuroticism_1";"neuroticism_2";"neuroticism_3";"neuroticism_4";"neuroticism_5";"neuroticism_6";"neuroticism_7";"neuroticism_8";"neuroticism_9";"neuroticism_10";"DJGLS_1";"DJGLS_2";"DJGLS_3";"DJGLS_4";"DJGLS_5";"DJGLS_6";"harm_avoidance_1";"harm_avoidance_2";"harm_avoidance_3";"harm_avoidance_4";"harm_avoidance_5";"harm_avoidance_6";"harm_avoidance_7";"harm_avoidance_8";"harm_avoidance_9";"harm_avoidance_10";"BAS_reward_1";"BAS_reward_2";"BAS_reward_3";"BAS_reward_4";"BAS_reward_5"
519;1;0;0;"Portuguese";"White";21;"FIFA";2;1;83;17;0;NA;0;3;1;NA;NA;3;3;NA;NA;3;3;4;NA;NA;2;2;NA;NA;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;2;NA;3;NA;NA;3;2;3;NA;2;2;NA;NA;3;4;NA;NA;3;NA;2;1;NA;2;NA;2;NA;4;2;5;NA;NA;NA;NA;2;2;1;NA;NA;4;5;2;1;NA;1;NA;NA;NA;1;1;NA;1;NA
814;0,9;0;0;"Moroccan";"Arab";25;"Mostly RPGs, but ocassionaly competitive multiplayer games (League of Legends, Rocket League...)";4;3;35;65;1;"Diamond in Rocket League";0;2;NA;NA;2;3;3;2;NA;NA;3;NA;4;NA;NA;1;NA;1;1;1;3;1;1;2;1;3;2;2;2;2;1;1;2;4;3;1;2;3;1;2;3;3;2;1;NA;NA;2;NA;2;1;5;NA;NA;5;4;NA;1;NA;NA;2;NA;3;1;NA;NA;4;2;NA;2;NA;2;1;NA;NA;NA;4;4;NA;2;2;NA;5;1;1;NA;NA;1;NA;NA;NA;2;2;1;NA
420;1;0;0;"american";"white";50;"call of duty";1;0;1;99;0;NA;0;1;1;NA;NA;3;4;4;NA;NA;2;2;NA;NA;4;4;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;3;1;1;1;1;1;2;1;3;3;NA;3;3;NA;NA;3;2;NA;1;1;NA;NA;3;3;NA;NA;1;NA;1;4;NA;NA;4;5;2;NA;NA;NA;4;NA;2;NA;2;NA;4;5;5;5;NA;1;NA;1;NA;NA;NA;1;1;NA;NA;2
424;1;0;0;"Italy";"White";25;"Jrpg";3;0;0;100;0;NA;0;2;NA;1;NA;4;3;NA;NA;2;1;1;NA;NA;NA;5;NA;5;1;2;2;1;1;2;1;2;3;3;1;1;1;1;3;3;1;1;1;3;3;2;4;3;2;1;2;NA;NA;2;NA;4;NA;3;NA;NA;NA;3;4;NA;4;3;NA;2;1;1;NA;1;1;NA;5;NA;NA;5;NA;2;3;NA;3;NA;NA;4;NA;5;4;NA;NA;5;NA;4;NA;NA;2;2;2;NA
431;1;0;0;"British";"White British";30;"Rocket league";3;0;15;85;0;NA;0;4;1;NA;NA;1;4;NA;NA;4;1;3;NA;NA;4;4;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;3;1;1;1;1;1;1;3;2;2;1;NA;NA;2;NA;2;2;4;3;NA;4;2;NA;3;NA;NA;NA;NA;3;1;3;NA;3;2;3;4;NA;NA;NA;NA;3;NA;3;2;NA;NA;NA;NA;4;NA;2;3;2;NA;NA;2;NA;2;2;NA;2
468;1;0;0;"Portuguese";"White";21;"League of Legends";4;6;100;0;1;"Grandmaster";0;3;2;NA;NA;5;5;NA;NA;5;4;NA;NA;2;NA;3;NA;3;2;2;1;3;1;3;2;2;2;1;2;2;3;1;3;2;3;1;3;1;3;2;4;3;2;NA;NA;2;3;3;NA;3;NA;4;3;NA;3;4;1;NA;2;NA;NA;NA;1;NA;NA;2;3;1;4;NA;NA;5;NA;2;NA;NA;3;2;NA;NA;NA;3;NA;3;4;NA;2;NA;3;NA;2;NA;1;1
1002;0,9;0;0;"Latvian";"Latvian";20;"Arcade";1;3;100;0;1;"Diamond";0;2;NA;NA;3;2;4;NA;NA;4;3;4;NA;NA;NA;4;2;NA;1;2;1;2;1;1;3;3;3;3;1;1;2;1;3;2;3;4;2;5;3;4;4;3;2;2;NA;NA;2;NA;2;3;NA;NA;4;4;4;NA;2;NA;NA;4;3;NA;1;3;4;NA;2;3;3;NA;NA;NA;NA;NA;NA;2;1;1;NA;1;NA;3;4;NA;NA;4;NA;3;NA;1;1;NA;2;NA
393;1;0;0;"Polish";"Caucasian";21;"Dead by Daylight";2;5;85;15;1;"Guardian";0;5;2;NA;NA;4;3;NA;NA;2;3;NA;4;NA;4;4;NA;NA;1;1;1;2;1;3;2;4;3;3;3;2;4;2;2;2;4;3;2;4;4;2;3;4;1;1;1;NA;NA;NA;2;3;3;NA;NA;3;NA;NA;2;NA;4;3;NA;3;1;NA;NA;NA;4;4;2;NA;NA;2;2;3;NA;NA;2;NA;3;NA;NA;4;NA;3;2;3;NA;NA;3;NA;2;2;2;NA
610;1;0;0;"Greek";"Greek";29;"Valorant";3;2;90;10;0;NA;0;5;2;NA;NA;1;3;NA;2;NA;3;NA;NA;3;NA;2;NA;2;1;2;1;2;1;2;2;3;3;2;2;1;2;3;2;2;3;3;2;3;4;2;3;2;3;NA;2;3;NA;3;NA;3;NA;NA;3;NA;3;3;3;2;2;NA;NA;NA;1;NA;NA;NA;4;NA;2;2;4;3;NA;NA;NA;4;1;3;NA;2;3;2;NA;NA;NA;NA;4;2;NA;1;1;1;NA;NA
495;1;0;0;"Portuguese";"Caucasian";24;"League of legends";4;2;75;25;1;"Platinum";0;3;NA;NA;4;4;3;2;NA;NA;3;NA;2;NA;NA;3;1;NA;1;2;1;2;1;4;3;1;2;3;1;1;3;1;2;4;1;1;3;3;4;2;4;3;1;1;1;NA;NA;NA;2;3;2;NA;NA;NA;4;3;3;4;3;NA;NA;NA;1;NA;3;3;2;NA;4;NA;NA;5;NA;NA;NA;4;2;2;NA;NA;3;5;2;NA;NA;1;NA;3;NA;1;2;NA;NA;2
637;1;0;1;"Portuguese";"White/Caucasian";28;"Dead by Daylight";3;0;100;0;0;NA;0;5;NA;4;NA;4;5;NA;NA;5;3;NA;NA;3;5;5;NA;NA;1;2;2;2;1;3;1;2;2;2;3;1;5;1;3;3;2;1;3;2;2;2;3;2;1;1;NA;2;NA;NA;2;2;NA;NA;NA;4;NA;5;2;NA;NA;3;4;1;1;2;NA;NA;1;NA;4;NA;NA;5;4;NA;NA;4;3;NA;4;4;NA;5;NA;NA;5;NA;1;1;NA;NA;1;1;NA;1
1939;1;0;0;"spanish";"white";20;"league of legends";3;0;95;5;0;NA;0;5;NA;2;NA;2;3;2;NA;NA;4;NA;NA;3;NA;1;1;NA;1;1;1;2;1;2;1;1;3;2;3;1;1;1;1;1;1;1;1;2;1;1;2;3;3;3;3;NA;NA;3;NA;4;NA;4;2;3;NA;NA;3;NA;NA;NA;2;1;1;NA;NA;NA;2;NA;1;1;3;NA;3;NA;NA;NA;2;3;3;NA;3;4;3;3;NA;2;NA;NA;NA;NA;2;NA;1;1
1118;0,9;0;1;"Polish";"Poland";19;"League of Legends";10;3;80;20;0;NA;1;3;4;NA;NA;4;4;NA;3;NA;1;2;NA;NA;NA;4;NA;2;1;3;2;2;1;2;2;3;2;2;1;2;4;1;1;2;2;3;2;2;4;3;2;3;2;NA;2;3;NA;2;NA;4;4;NA;NA;NA;4;NA;3;3;NA;2;3;NA;1;NA;NA;NA;4;4;2;NA;2;NA;3;NA;2;NA;1;1;NA;3;NA;4;2;NA;NA;2;NA;3;NA;2;1;NA;NA;1
1306;0,9;0;3;"American";"American";58;"Overwatch";2;6;90;10;0;NA;0;2;NA;NA;2;1;3;4;NA;NA;5;NA;3;NA;NA;4;4;NA;2;2;2;2;1;3;3;4;2;3;2;2;3;1;2;3;2;2;4;3;5;3;3;2;2;NA;NA;2;3;2;NA;1;5;3;NA;NA;NA;5;3;NA;2;NA;NA;4;1;NA;3;NA;2;4;1;5;NA;NA;NA;2;4;NA;5;NA;NA;NA;3;4;4;3;NA;2;NA;NA;NA;1;1;1;NA;NA
527;0,9;0;0;"British";"White";46;"FIFA";2;0;80;20;0;NA;0;1;1;NA;NA;1;5;NA;NA;4;4;NA;NA;3;4;5;NA;NA;1;2;1;2;1;3;3;3;2;2;1;1;4;1;2;3;2;2;3;3;2;3;4;3;3;2;NA;2;2;NA;NA;3;3;NA;2;NA;NA;NA;2;NA;3;NA;2;2;1;1;NA;2;1;1;4;NA;NA;NA;NA;NA;2;NA;3;2;NA;NA;5;3;NA;NA;4;NA;2;3;NA;2;2;2;NA;NA
544;1;0;0;"Polish";"White European";22;"League of Legends";8;14;80;20;0;NA;0;5;NA;NA;4;3;4;NA;5;NA;4;5;NA;NA;NA;5;NA;5;2;3;3;2;1;2;1;1;1;2;1;1;5;1;1;2;2;1;1;2;2;1;2;2;2;NA;2;2;NA;NA;2;4;NA;5;4;NA;2;2;3;5;NA;NA;NA;NA;1;NA;4;NA;1;NA;4;2;NA;2;NA;NA;4;NA;2;NA;2;NA;3;2;NA;3;NA;NA;NA;3;4;1;2;1;NA;NA
668;0,9;0;1;"Portuguese";"White";21;"League of Legends (MMORPG)";3;0;97;3;0;NA;0;5;NA;NA;4;3;5;NA;NA;2;4;NA;NA;2;3;2;NA;NA;1;1;1;1;1;3;2;2;2;3;1;1;5;1;2;2;5;1;3;5;2;3;2;4;1;NA;NA;1;1;1;NA;4;3;NA;NA;NA;5;NA;4;1;2;NA;2;NA;1;NA;3;NA;5;NA;1;NA;NA;1;2;NA;NA;4;1;NA;3;1;NA;5;NA;NA;4;NA;2;NA;2;1;1;NA;1;NA
717;0,9;0;0;"Chilean";"Latino";39;"Playerunknown’s Battlegrounds";2;1;80;20;0;NA;0;4;NA;2;NA;3;5;NA;3;NA;2;NA;2;NA;NA;4;NA;5;1;1;1;2;1;1;2;1;1;2;1;2;4;1;2;2;1;1;2;2;1;1;3;2;3;NA;2;NA;3;NA;3;4;NA;NA;2;3;5;NA;4;2;NA;NA;1;NA;1;4;NA;4;1;NA;5;2;NA;NA;NA;4;NA;NA;2;4;NA;2;NA;5;NA;NA;NA;1;5;4;NA;NA;1;NA;2;1
1186;1;0;1;"Portuguese";"White";20;"Strategy";4;1;95;5;1;"Silver";0;2;NA;3;NA;5;5;NA;4;NA;2;3;NA;NA;NA;4;1;NA;2;1;1;3;1;3;1;4;1;2;2;2;5;2;3;3;3;1;5;3;2;3;4;4;2;1;NA;2;NA;NA;3;4;NA;NA;NA;4;4;NA;4;NA;NA;5;4;1;1;NA;NA;NA;5;NA;2;2;NA;2;4;NA;1;NA;1;1;NA;NA;NA;4;2;1;4;2;NA;NA;NA;NA;1;NA;1;1
497;0,9;0;1;"British";"British";19;"simulation";6;6;10;90;0;NA;0;2;NA;NA;4;5;5;NA;NA;5;1;NA;3;NA;5;5;NA;NA;3;3;3;3;1;4;3;4;2;3;3;1;5;3;3;4;3;4;5;4;3;4;5;5;1;NA;2;NA;NA;2;1;1;NA;NA;4;2;2;NA;1;5;NA;NA;NA;3;1;NA;NA;NA;5;NA;1;1;1;1;NA;2;NA;4;3;NA;NA;NA;4;4;2;NA;4;NA;NA;NA;3;NA;1;2;1;NA
379;1;0;0;"Egyptian";"Egyptian";26;"RPG";2;3;10;90;0;NA;0;3;NA;NA;3;3;4;5;NA;NA;2;NA;NA;3;NA;4;2;NA;1;2;2;2;1;3;3;2;2;1;2;1;4;2;1;2;2;2;3;1;2;2;2;2;3;3;3;NA;NA;3;NA;3;NA;4;NA;4;4;5;2;NA;NA;4;NA;NA;1;4;NA;4;4;NA;2;2;NA;NA;NA;2;3;NA;3;NA;NA;NA;NA;4;NA;3;3;3;NA;NA;3;NA;1;2;2;NA
1167;1;0;0;"Portuguese";"White";20;"FPS";3;2;90;10;0;NA;0;5;NA;NA;4;5;5;2;NA;NA;4;NA;3;NA;NA;4;4;NA;2;2;1;1;1;3;3;2;2;3;2;1;5;1;3;2;2;4;2;4;2;1;4;2;3;1;NA;NA;2;NA;2;2;2;NA;NA;3;2;NA;3;NA;2;NA;3;NA;0;3;1;3;3;NA;1;NA;NA;NA;NA;NA;NA;3;2;3;NA;NA;3;2;NA;1;NA;1;4;NA;NA;3;2;NA;NA;2
615;1;0;0;"syrian";"arab";27;"league of legends";1;2;100;0;0;NA;0;2;NA;NA;3;2;2;2;NA;NA;3;NA;1;NA;NA;3;NA;3;1;1;2;2;1;1;1;1;1;2;1;1;3;1;1;1;1;1;1;2;2;1;2;1;2;NA;2;1;NA;2;NA;4;2;NA;1;1;NA;NA;3;NA;2;3;NA;NA;0;2;2;NA;5;NA;4;NA;2;NA;NA;NA;3;NA;3;NA;4;4;NA;5;NA;NA;4;NA;2;NA;1;2;2;NA;2;NA
826;1;0;0;"British";"Mixed White British and South Asian Indian";32;"Science Fiction";1;0;20;80;0;NA;0;3;NA;1;NA;2;3;3;NA;NA;2;NA;2;NA;NA;3;3;NA;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;2;1;2;NA;NA;2;2;NA;2;4;2;1;2;NA;NA;3;4;2;NA;NA;NA;NA;1;NA;NA;NA;2;NA;4;2;3;4;NA;1;NA;NA;5;NA;2;NA;5;5;2;1;NA;1;NA;NA;NA;NA;2;NA;3;2
761;0,9;0;0;"South African";"Black";21;"First person shooters";3;1;80;20;1;"Bronze";0;1;NA;2;NA;3;1;NA;NA;1;5;NA;NA;4;NA;4;1;NA;1;2;1;2;1;2;2;1;1;1;2;1;1;1;1;2;1;1;2;1;1;3;3;1;3;NA;NA;NA;3;1;2;5;NA;NA;NA;NA;4;5;3;NA;3;NA;1;1;1;NA;NA;1;1;NA;5;2;NA;NA;4;2;NA;NA;4;NA;3;NA;2;5;4;1;NA;3;NA;NA;NA;1;1;2;NA;NA
511;0,8;0;0;"Portuguese";"White";31;"Simulation Games";2;0;40;60;0;NA;0;3;1;NA;NA;3;3;3;NA;NA;2;NA;NA;1;4;4;NA;NA;2;2;1;1;1;2;2;2;2;2;1;1;3;1;2;1;1;1;1;2;1;2;3;3;3;NA;3;3;NA;3;NA;4;NA;3;3;NA;NA;NA;4;NA;NA;4;2;4;1;2;NA;2;4;1;2;NA;NA;NA;NA;NA;5;NA;4;2;NA;5;2;4;3;NA;NA;NA;NA;3;NA;NA;1;2;1;NA
273;1;0;0;"American";"Asian";21;"Racing";3;1;5;95;0;NA;0;1;NA;1;NA;3;3;NA;4;NA;4;3;NA;NA;NA;2;NA;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;3;NA;NA;NA;3;3;3;3;2;2;1;NA;NA;5;3;NA;3;NA;NA;NA;1;NA;2;NA;1;NA;5;NA;4;4;NA;NA;NA;NA;2;4;4;3;NA;5;NA;NA;NA;NA;3;2;2;NA;1;2;2;NA
777;0,9;0;0;"portuguese";"white";23;"fps";2;2;100;0;0;NA;0;3;1;NA;NA;1;1;1;NA;NA;3;2;NA;NA;NA;2;NA;2;1;1;1;1;1;3;1;1;1;2;1;1;2;1;1;1;2;1;1;2;1;2;2;1;2;2;3;NA;NA;NA;2;3;NA;2;NA;3;NA;2;4;3;NA;NA;NA;1;1;NA;NA;2;1;1;3;NA;4;NA;NA;NA;1;NA;2;4;NA;NA;3;5;5;NA;NA;2;NA;NA;1;1;2;NA;NA;2
194;1;0;0;"American";"Polish";24;"GTA San Andreas";7;5;50;50;0;NA;0;3;NA;NA;3;3;3;3;NA;NA;3;2;NA;NA;NA;3;NA;3;2;2;2;2;1;3;3;3;3;3;3;3;3;3;2;3;3;3;4;3;2;3;3;3;2;NA;2;2;NA;2;NA;3;NA;NA;NA;NA;3;4;3;NA;3;NA;3;4;1;NA;NA;NA;3;NA;3;NA;3;3;3;NA;NA;3;2;3;NA;3;3;3;3;NA;NA;NA;3;NA;NA;2;2;2;NA;NA
548;0,9;0;0;"US";"white";22;"RPG";2;1;45;55;0;NA;0;4;NA;NA;3;3;2;NA;2;NA;2;NA;NA;1;NA;3;1;NA;1;1;1;2;1;2;1;1;1;2;1;1;2;1;1;1;1;1;1;2;1;1;2;2;3;NA;3;3;3;NA;NA;4;2;3;NA;4;NA;NA;4;3;NA;5;NA;NA;1;NA;NA;NA;1;1;5;3;NA;NA;4;4;NA;NA;2;NA;3;NA;NA;5;NA;NA;5;NA;4;4;4;NA;1;1;NA;1
951;1;0;0;"United States";"caucasian";33;"RPG";4;5;25;75;0;NA;0;3;2;NA;NA;2;3;NA;2;NA;2;NA;NA;2;NA;4;2;NA;1;1;2;1;1;1;1;2;2;1;1;1;3;1;2;2;2;1;2;1;2;2;3;2;2;NA;2;3;NA;3;NA;3;NA;3;NA;NA;NA;4;3;3;4;NA;2;NA;1;2;NA;2;2;NA;4;4;NA;NA;NA;NA;2;NA;2;NA;3;3;NA;4;NA;NA;NA;3;NA;3;2;NA;1;2;2;NA
364;1;0;0;"Portuguese";"White";26;"Deep Rock Galactic";2;1;100;0;0;NA;0;5;NA;1;NA;3;4;NA;NA;4;2;3;NA;NA;4;4;NA;NA;1;1;1;2;1;2;2;3;2;2;1;1;3;1;3;3;2;2;2;3;2;2;3;3;3;2;NA;NA;2;NA;3;2;4;NA;1;NA;NA;5;3;2;3;NA;NA;NA;1;NA;NA;2;1;NA;3;2;NA;NA;3;3;NA;4;2;NA;NA;4;NA;5;NA;NA;3;NA;2;NA;2;2;2;NA;NA;2
619;1;0;1;"Romanian";"White";19;"League of Legends";6;10;77;23;0;NA;1;3;NA;4;NA;4;1;1;NA;NA;5;NA;NA;4;4;2;NA;NA;2;3;1;3;1;5;3;2;1;4;1;1;3;1;2;2;1;1;1;4;5;3;3;1;2;1;NA;NA;1;NA;1;4;2;NA;3;NA;NA;NA;5;4;3;4;NA;NA;1;NA;NA;NA;5;3;5;NA;NA;2;3;NA;1;NA;1;4;NA;NA;NA;5;NA;NA;1;NA;1;1;1;1;1;2;NA;NA
556;0,8;0;0;"American";"Vietnamese";27;"RPG";3;1;20;80;0;NA;0;3;1;NA;NA;1;2;NA;2;NA;3;NA;NA;3;NA;4;NA;4;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;NA;NA;2;NA;2;3;NA;NA;2;3;4;NA;3;NA;NA;4;2;NA;1;1;NA;NA;2;2;4;NA;NA;NA;3;NA;NA;NA;2;4;4;NA;3;4;3;NA;NA;2;NA;NA;2;2;2;NA;NA;2
627;1;0;0;"British";"White";56;"Far cry 5";1;0;5;95;0;NA;0;1;NA;NA;1;1;2;NA;2;NA;2;4;NA;NA;2;1;NA;NA;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;3;3;2;NA;NA;NA;5;NA;1;1;NA;NA;1;5;NA;NA;NA;1;1;1;NA;1;NA;1;NA;5;NA;4;NA;3;NA;NA;4;4;NA;2;5;5;4;NA;NA;NA;NA;2;1;NA;NA;2;NA;2;1
395;0,4;NA;0;"Portuguese";"White";20;"Moba (Mostly League of Legends)";5;8;70;30;0;NA;0;5;NA;NA;4;3;5;NA;NA;5;4;NA;NA;3;NA;5;1;NA;1;2;1;1;1;1;2;3;1;2;1;1;3;2;1;3;1;1;1;1;1;2;5;1;3;NA;NA;3;3;NA;3;3;4;NA;NA;4;3;NA;2;NA;NA;3;NA;2;1;1;1;NA;2;1;2;NA;NA;NA;NA;NA;NA;2;2;4;NA;1;NA;3;NA;NA;NA;NA;2;3;3;1;2;3;NA;NA
759;0,8;0;0;"German";"Caucasian";40;"Final Fantasy";2;1;31;69;0;NA;0;4;NA;3;NA;3;2;NA;NA;2;3;NA;1;NA;NA;5;1;NA;1;1;2;1;1;2;1;1;1;1;1;1;3;1;3;3;1;1;1;2;1;2;2;1;3;NA;NA;2;3;2;NA;1;3;2;NA;5;NA;NA;3;NA;NA;NA;4;1;1;NA;1;NA;1;1;3;NA;3;NA;NA;NA;1;2;2;NA;NA;NA;NA;4;NA;2;3;NA;2;NA;2;1;1;NA;2;NA
635;0,9;0;0;"slovene";"caucasian";27;"Red Dead Redemption 2";6;3;20;80;0;NA;0;3;NA;NA;2;2;3;4;NA;NA;2;NA;2;NA;4;4;NA;NA;2;3;1;2;1;4;3;3;3;3;3;3;3;2;3;3;3;2;3;3;4;3;4;2;3;2;NA;NA;3;NA;3;4;NA;NA;1;NA;3;1;4;NA;2;NA;NA;1;1;NA;2;NA;1;NA;5;NA;NA;5;4;NA;3;4;4;NA;NA;5;3;5;3;NA;NA;4;NA;NA;NA;NA;2;NA;2;2
221;0,7;NA;0;"Polish";"white";42;"csgo";4;7;94;6;0;NA;0;3;NA;NA;4;4;3;NA;2;NA;4;NA;3;NA;NA;4;3;NA;1;3;2;3;1;4;1;1;3;2;2;2;2;3;1;2;2;3;2;2;2;3;1;3;3;3;NA;3;NA;3;NA;4;4;3;NA;NA;NA;NA;2;3;NA;4;3;NA;1;NA;NA;4;2;NA;3;2;NA;5;NA;NA;2;2;3;NA;NA;NA;NA;2;NA;4;3;NA;1;4;NA;NA;2;1;NA;1
1721;1;0;1;"Israel";"Israeli";24;"Fortnite";2;0;100;0;1;"120";0;4;NA;2;NA;2;2;2;NA;NA;4;NA;NA;3;4;3;NA;NA;2;3;1;1;1;4;3;3;2;3;3;1;3;3;2;3;2;1;4;3;1;3;3;1;3;NA;3;NA;3;NA;3;4;NA;NA;1;3;2;2;4;NA;NA;4;NA;NA;0;NA;NA;NA;2;NA;3;NA;5;3;4;NA;1;NA;1;NA;4;NA;3;4;4;2;4;NA;NA;NA;NA;1;1;1;NA;NA
468;0,9;0;1;"polish";"poland";24;"gta v, minecraft, the sims 3, life is strange, beyond: two souls, the last of us";3;1;30;70;0;NA;0;3;NA;1;NA;1;2;2;NA;NA;1;NA;NA;4;2;3;NA;NA;1;2;2;1;NA;1;1;1;1;2;1;5;3;3;1;3;3;1;3;3;4;1;2;3;1;NA;1;1;NA;1;NA;3;4;3;NA;NA;NA;NA;3;5;NA;1;4;NA;1;NA;NA;NA;5;5;1;NA;NA;1;4;1;NA;NA;3;NA;2;1;1;2;4;NA;NA;4;NA;NA;NA;2;1;NA;2;NA
669;1;0;0;"Polish";"white";18;"Heroes of Might and Magic V";2;1;5;95;0;NA;0;3;NA;1;NA;1;2;NA;NA;3;1;NA;2;NA;NA;2;2;NA;1;1;2;2;1;3;1;2;1;2;1;2;3;1;3;2;1;1;3;2;1;1;2;4;2;NA;2;NA;2;NA;2;3;NA;NA;NA;NA;NA;5;3;5;3;2;NA;1;1;NA;3;NA;3;NA;4;NA;3;NA;2;NA;NA;4;4;3;NA;2;NA;1;3;NA;2;NA;NA;3;NA;NA;1;1;NA;2
769;1;0;0;"Polish";"White";19;"RPG";8;4;80;20;0;NA;1;5;4;NA;NA;4;4;NA;4;NA;3;NA;3;NA;NA;4;NA;4;2;3;1;1;1;3;2;3;2;2;2;2;4;2;2;2;2;2;2;2;4;3;4;4;3;NA;NA;2;NA;3;2;3;4;NA;NA;NA;3;NA;3;2;NA;NA;3;2;1;4;4;4;4;NA;2;NA;NA;NA;NA;NA;NA;NA;2;2;2;NA;NA;3;4;2;4;NA;NA;NA;4;NA;2;2;NA;1
2831;1;0;0;"Portuguese";"Caucasian";23;"FPS / Battle Royale";5;10;100;0;0;NA;0;5;NA;2;NA;3;5;NA;NA;4;2;NA;1;NA;NA;4;3;NA;1;1;2;2;1;3;1;2;1;3;1;1;5;1;2;2;1;1;1;3;2;1;2;3;3;2;NA;NA;NA;3;3;3;4;NA;4;2;NA;5;1;NA;NA;3;NA;NA;1;3;5;NA;3;NA;2;3;NA;NA;NA;NA;2;4;2;NA;NA;3;NA;4;NA;1;NA;NA;1;2;NA;NA;2;NA;1;1
389;1;0;0;"Poland";"White";20;"fifa 21";3;3;75;25;0;NA;0;3;NA;2;NA;2;2;3;NA;NA;3;3;NA;NA;NA;2;1;NA;2;2;1;2;1;3;2;3;2;3;2;2;3;2;3;3;2;3;2;2;2;3;3;3;2;2;2;NA;2;NA;NA;3;NA;2;2;NA;NA;3;2;NA;2;3;NA;NA;1;NA;NA;3;3;3;2;NA;NA;3;NA;4;2;NA;3;NA;NA;NA;NA;3;NA;3;3;NA;3;NA;2;3;2;2;NA;NA
510;1;0;1;"Portuguese";"White";25;"Open-world RPG";6;2;10;90;0;NA;1;4;NA;NA;4;2;2;NA;NA;2;2;1;NA;NA;NA;5;1;NA;1;2;1;2;1;2;2;2;2;2;1;1;3;1;2;2;3;1;2;2;3;2;5;3;3;NA;3;3;3;NA;NA;3;5;NA;5;4;NA;5;1;NA;NA;3;NA;NA;1;NA;4;NA;5;NA;2;NA;2;NA;2;1;NA;NA;4;1;NA;NA;NA;4;NA;NA;4;4;NA;1;4;1;1;NA;1;NA
791;1;0;0;"Portuguese";"White";22;"League of Legends";3;5;90;10;0;NA;0;5;NA;2;NA;4;5;NA;NA;5;3;3;NA;NA;2;2;NA;NA;1;1;1;2;1;3;1;3;3;2;2;1;5;1;4;3;4;3;1;2;2;1;5;5;2;NA;2;NA;NA;2;2;3;NA;NA;1;NA;3;5;2;NA;2;NA;NA;2;1;NA;NA;4;3;NA;3;4;3;NA;NA;NA;3;NA;3;NA;3;4;4;5;3;NA;NA;1;NA;NA;NA;1;1;NA;1;NA
1050;0,9;0;0;"Polish";"Caucasian";34;"RPG";2;0;40;60;0;NA;0;2;NA;NA;2;2;3;NA;2;NA;2;NA;2;NA;4;3;NA;NA;1;1;1;1;1;2;1;2;2;1;1;1;3;1;1;2;1;1;2;1;2;1;3;2;3;2;NA;3;3;NA;NA;3;NA;NA;NA;NA;3;NA;3;2;2;4;3;NA;1;3;NA;NA;2;2;3;3;NA;NA;NA;NA;NA;NA;3;4;4;5;5;4;3;1;NA;NA;NA;NA;NA;NA;1;1;NA;2
781;1;0;0;"Portuguese";"White";20;"Minecraft";6;8;10;90;0;NA;0;3;NA;1;NA;2;3;2;NA;NA;1;NA;NA;1;NA;4;NA;3;1;2;1;1;1;2;1;1;1;2;1;1;2;1;1;3;2;1;2;1;3;3;3;2;3;NA;3;NA;NA;3;3;4;3;2;NA;NA;NA;NA;4;2;NA;3;NA;2;1;1;NA;1;2;2;4;NA;NA;NA;NA;3;NA;NA;3;NA;3;NA;NA;4;NA;1;4;NA;1;NA;2;NA;2;NA;2;2
